# Region      : all 
# Cells       : 144375
# Volume      : 2.968402e-04
# Time        	volIntegrate(rho)	volIntegrate(rhoh)	volIntegrate(rhoCH4)
0             	3.054541e-04	7.713537e+01	1.677406e-05
1e-05         	3.054541e-04	7.713537e+01	1.677406e-05
2e-05         	3.054541e-04	7.713561e+01	1.677406e-05
3e-05         	3.054541e-04	7.713576e+01	1.677406e-05
4e-05         	3.054541e-04	7.713593e+01	1.677406e-05
5e-05         	3.054541e-04	7.713610e+01	1.677406e-05
6e-05         	3.054541e-04	7.713627e+01	1.677406e-05
7e-05         	3.054541e-04	7.713645e+01	1.677406e-05
8e-05         	3.054541e-04	7.713663e+01	1.677406e-05
9e-05         	3.054541e-04	7.713681e+01	1.677406e-05
0.0001        	3.054541e-04	7.713698e+01	1.677406e-05
0.00011       	3.054541e-04	7.713715e+01	1.677406e-05
0.00012       	3.054541e-04	7.713733e+01	1.677406e-05
0.00013       	3.054541e-04	7.713750e+01	1.677406e-05
0.00014       	3.054541e-04	7.713767e+01	1.677406e-05
0.00015       	3.054541e-04	7.713783e+01	1.677406e-05
0.00016       	3.054541e-04	7.713800e+01	1.677406e-05
0.00017       	3.054541e-04	7.713816e+01	1.677406e-05
0.00018       	3.054541e-04	7.713832e+01	1.677406e-05
0.00019       	3.054541e-04	7.713847e+01	1.677405e-05
0.0002        	3.054541e-04	7.713857e+01	1.677404e-05
0.00021       	3.054541e-04	7.713897e+01	1.677404e-05
0.00022       	3.054541e-04	7.713925e+01	1.677403e-05
0.00023       	3.054541e-04	7.713947e+01	1.677403e-05
0.00024       	3.054541e-04	7.713962e+01	1.677403e-05
0.00025       	3.054541e-04	7.713973e+01	1.677403e-05
0.00026       	3.054541e-04	7.713982e+01	1.677403e-05
0.00027       	3.054541e-04	7.713995e+01	1.677403e-05
0.00028       	3.054541e-04	7.714006e+01	1.677403e-05
0.00029       	3.054541e-04	7.714020e+01	1.677403e-05
0.0003        	3.054541e-04	7.714035e+01	1.677403e-05
0.00031       	3.054541e-04	7.714050e+01	1.677403e-05
0.00032       	3.054541e-04	7.714065e+01	1.677403e-05
0.00033       	3.054541e-04	7.714082e+01	1.677402e-05
0.00034       	3.054541e-04	7.714099e+01	1.677402e-05
0.00035       	3.054541e-04	7.714116e+01	1.677402e-05
0.00036       	3.054541e-04	7.714133e+01	1.677402e-05
0.00037       	3.054541e-04	7.714152e+01	1.677402e-05
0.00038       	3.054541e-04	7.714174e+01	1.677402e-05
0.00039       	3.054541e-04	7.714198e+01	1.677402e-05
0.0004        	3.054541e-04	7.714221e+01	1.677402e-05
0.00041       	3.054541e-04	7.714242e+01	1.677401e-05
0.00042       	3.054541e-04	7.714260e+01	1.677401e-05
0.00043       	3.054541e-04	7.714278e+01	1.677401e-05
0.00044       	3.054541e-04	7.714295e+01	1.677401e-05
0.00045       	3.054541e-04	7.714313e+01	1.677401e-05
0.00046       	3.054541e-04	7.714331e+01	1.677401e-05
0.00047       	3.054541e-04	7.714349e+01	1.677401e-05
0.00048       	3.054541e-04	7.714366e+01	1.677400e-05
0.00049       	3.054541e-04	7.714382e+01	1.677400e-05
0.0005        	3.054541e-04	7.714396e+01	1.677400e-05
0.00051       	3.054541e-04	7.714410e+01	1.677400e-05
0.00052       	3.054541e-04	7.714422e+01	1.677400e-05
0.00053       	3.054541e-04	7.714435e+01	1.677400e-05
0.00054       	3.054541e-04	7.714448e+01	1.677400e-05
0.00055       	3.054541e-04	7.714461e+01	1.677400e-05
0.00056       	3.054541e-04	7.714473e+01	1.677399e-05
0.00057       	3.054541e-04	7.714486e+01	1.677399e-05
0.00058       	3.054541e-04	7.714499e+01	1.677399e-05
0.00059       	3.054541e-04	7.714512e+01	1.677399e-05
0.0006        	3.054541e-04	7.714525e+01	1.677399e-05
0.00061       	3.054541e-04	7.714538e+01	1.677399e-05
0.00062       	3.054541e-04	7.714551e+01	1.677399e-05
0.00063       	3.054541e-04	7.714565e+01	1.677399e-05
0.00064       	3.054541e-04	7.714578e+01	1.677399e-05
0.00065       	3.054541e-04	7.714592e+01	1.677398e-05
0.00066       	3.054541e-04	7.714605e+01	1.677398e-05
0.00067       	3.054541e-04	7.714619e+01	1.677398e-05
0.00068       	3.054541e-04	7.714633e+01	1.677398e-05
0.00069       	3.054541e-04	7.714647e+01	1.677398e-05
0.0007        	3.054541e-04	7.714661e+01	1.677398e-05
0.00071       	3.054541e-04	7.714676e+01	1.677398e-05
0.00072       	3.054541e-04	7.714691e+01	1.677397e-05
0.00073       	3.054541e-04	7.714705e+01	1.677397e-05
0.00074       	3.054541e-04	7.714720e+01	1.677397e-05
0.00075       	3.054541e-04	7.714735e+01	1.677397e-05
0.00076       	3.054541e-04	7.714750e+01	1.677397e-05
0.00077       	3.054541e-04	7.714766e+01	1.677396e-05
0.00078       	3.054541e-04	7.714780e+01	1.677396e-05
0.00079       	3.054541e-04	7.714796e+01	1.677396e-05
0.0008        	3.054541e-04	7.714810e+01	1.677396e-05
0.00081       	3.054541e-04	7.714825e+01	1.677396e-05
0.00082       	3.054541e-04	7.714841e+01	1.677396e-05
0.00083       	3.054541e-04	7.714857e+01	1.677396e-05
0.00084       	3.054541e-04	7.714874e+01	1.677395e-05
0.00085       	3.054541e-04	7.714893e+01	1.677395e-05
0.00086       	3.054541e-04	7.714916e+01	1.677394e-05
0.00087       	3.054541e-04	7.714952e+01	1.677394e-05
0.00088       	3.054541e-04	7.714997e+01	1.677393e-05
0.00089       	3.054541e-04	7.715036e+01	1.677392e-05
0.0009        	3.054541e-04	7.715072e+01	1.677391e-05
0.00091       	3.054541e-04	7.715132e+01	1.677389e-05
0.00092       	3.054541e-04	7.715222e+01	1.677388e-05
0.00093       	3.054541e-04	7.715318e+01	1.677386e-05
0.00094       	3.054541e-04	7.715396e+01	1.677385e-05
0.00095       	3.054541e-04	7.715459e+01	1.677385e-05
0.00096       	3.054541e-04	7.715506e+01	1.677384e-05
0.00097       	3.054541e-04	7.715546e+01	1.677384e-05
0.00098       	3.054541e-04	7.715578e+01	1.677383e-05
0.00099       	3.054541e-04	7.715606e+01	1.677383e-05
0.001         	3.054541e-04	7.715631e+01	1.677383e-05
0.00101       	3.054541e-04	7.715654e+01	1.677383e-05
0.00102       	3.054541e-04	7.715674e+01	1.677383e-05
0.00103       	3.054541e-04	7.715693e+01	1.677383e-05
0.00104       	3.054541e-04	7.715710e+01	1.677383e-05
0.00105       	3.054541e-04	7.715726e+01	1.677383e-05
0.00106       	3.054541e-04	7.715741e+01	1.677383e-05
0.00107       	3.054541e-04	7.715756e+01	1.677383e-05
0.00108       	3.054541e-04	7.715770e+01	1.677383e-05
0.00109       	3.054541e-04	7.715783e+01	1.677383e-05
0.0011        	3.054541e-04	7.715797e+01	1.677383e-05
0.00111       	3.054541e-04	7.715810e+01	1.677383e-05
0.00112       	3.054541e-04	7.715822e+01	1.677383e-05
0.00113       	3.054541e-04	7.715835e+01	1.677383e-05
0.00114       	3.054541e-04	7.715848e+01	1.677382e-05
0.00115       	3.054541e-04	7.715861e+01	1.677382e-05
0.00116       	3.054541e-04	7.715874e+01	1.677382e-05
0.00117       	3.054541e-04	7.715886e+01	1.677382e-05
0.00118       	3.054541e-04	7.715898e+01	1.677382e-05
0.00119       	3.054541e-04	7.715911e+01	1.677382e-05
0.0012        	3.054541e-04	7.715924e+01	1.677382e-05
0.00121       	3.054541e-04	7.715938e+01	1.677382e-05
0.00122       	3.054541e-04	7.715951e+01	1.677382e-05
0.00123       	3.054541e-04	7.715964e+01	1.677382e-05
0.00124       	3.054541e-04	7.715979e+01	1.677382e-05
0.00125       	3.054541e-04	7.715991e+01	1.677382e-05
0.00126       	3.054541e-04	7.716006e+01	1.677382e-05
0.00127       	3.054541e-04	7.716019e+01	1.677382e-05
0.00128       	3.054541e-04	7.716033e+01	1.677382e-05
0.00129       	3.054541e-04	7.716046e+01	1.677382e-05
0.0013        	3.054541e-04	7.716059e+01	1.677382e-05
0.00131       	3.054541e-04	7.716073e+01	1.677382e-05
0.00132       	3.054541e-04	7.716088e+01	1.677381e-05
0.00133       	3.054541e-04	7.716101e+01	1.677381e-05
0.00134       	3.054541e-04	7.716114e+01	1.677381e-05
0.00135       	3.054541e-04	7.716129e+01	1.677381e-05
0.00136       	3.054541e-04	7.716143e+01	1.677381e-05
0.00137       	3.054541e-04	7.716155e+01	1.677381e-05
0.00138       	3.054541e-04	7.716168e+01	1.677381e-05
0.00139       	3.054541e-04	7.716182e+01	1.677381e-05
0.0014        	3.054541e-04	7.716194e+01	1.677381e-05
0.00141       	3.054541e-04	7.716208e+01	1.677380e-05
0.00142       	3.054541e-04	7.716220e+01	1.677380e-05
0.00143       	3.054541e-04	7.716233e+01	1.677380e-05
0.00144       	3.054541e-04	7.716246e+01	1.677380e-05
0.00145       	3.054541e-04	7.716260e+01	1.677380e-05
0.00146       	3.054541e-04	7.716272e+01	1.677380e-05
0.00147       	3.054541e-04	7.716285e+01	1.677380e-05
0.00148       	3.054541e-04	7.716297e+01	1.677380e-05
0.00149       	3.054541e-04	7.716309e+01	1.677380e-05
0.0015        	3.054541e-04	7.716323e+01	1.677379e-05
0.00151       	3.054541e-04	7.716336e+01	1.677379e-05
0.00152       	3.054541e-04	7.716346e+01	1.677379e-05
0.00153       	3.054541e-04	7.716360e+01	1.677379e-05
0.00154       	3.054541e-04	7.716373e+01	1.677379e-05
0.00155       	3.054541e-04	7.716384e+01	1.677379e-05
0.00156       	3.054541e-04	7.716395e+01	1.677379e-05
0.00157       	3.054541e-04	7.716408e+01	1.677378e-05
0.00158       	3.054541e-04	7.716418e+01	1.677378e-05
0.00159       	3.054541e-04	7.716431e+01	1.677378e-05
0.0016        	3.054541e-04	7.716444e+01	1.677378e-05
0.00161       	3.054541e-04	7.716454e+01	1.677378e-05
0.00162       	3.054541e-04	7.716466e+01	1.677378e-05
0.00163       	3.054541e-04	7.716479e+01	1.677377e-05
0.00164       	3.054541e-04	7.716489e+01	1.677378e-05
0.00165       	3.054541e-04	7.716501e+01	1.677377e-05
0.00166       	3.054541e-04	7.716511e+01	1.677377e-05
0.00167       	3.054541e-04	7.716523e+01	1.677377e-05
0.00168       	3.054541e-04	7.716535e+01	1.677377e-05
0.00169       	3.054541e-04	7.716546e+01	1.677377e-05
0.0017        	3.054541e-04	7.716557e+01	1.677377e-05
0.00171       	3.054541e-04	7.716567e+01	1.677377e-05
0.00172       	3.054541e-04	7.716578e+01	1.677376e-05
0.00173       	3.054541e-04	7.716589e+01	1.677376e-05
0.00174       	3.054541e-04	7.716600e+01	1.677376e-05
0.00175       	3.054541e-04	7.716610e+01	1.677376e-05
0.00176       	3.054541e-04	7.716620e+01	1.677376e-05
0.00177       	3.054541e-04	7.716631e+01	1.677376e-05
0.00178       	3.054541e-04	7.716642e+01	1.677376e-05
0.00179       	3.054541e-04	7.716653e+01	1.677376e-05
0.0018        	3.054541e-04	7.716664e+01	1.677375e-05
0.00181       	3.054541e-04	7.716675e+01	1.677375e-05
0.00182       	3.054541e-04	7.716687e+01	1.677375e-05
0.00183       	3.054541e-04	7.716698e+01	1.677375e-05
0.00184       	3.054541e-04	7.716709e+01	1.677375e-05
0.00185       	3.054541e-04	7.716721e+01	1.677375e-05
0.00186       	3.054541e-04	7.716733e+01	1.677375e-05
0.00187       	3.054541e-04	7.716747e+01	1.677374e-05
0.00188       	3.054541e-04	7.716766e+01	1.677374e-05
0.00189       	3.054541e-04	7.716787e+01	1.677374e-05
0.0019        	3.054541e-04	7.716806e+01	1.677374e-05
0.00191       	3.054541e-04	7.716821e+01	1.677373e-05
0.00192       	3.054541e-04	7.716835e+01	1.677373e-05
0.00193       	3.054541e-04	7.716849e+01	1.677373e-05
0.00194       	3.054541e-04	7.716865e+01	1.677373e-05
0.00195       	3.054541e-04	7.716883e+01	1.677372e-05
0.00196       	3.054541e-04	7.716903e+01	1.677372e-05
0.00197       	3.054541e-04	7.716932e+01	1.677372e-05
0.00198       	3.054541e-04	7.716964e+01	1.677371e-05
0.00199       	3.054541e-04	7.716999e+01	1.677370e-05
0.002         	3.054541e-04	7.717033e+01	1.677370e-05
0.00201       	3.054541e-04	7.717067e+01	1.677369e-05
0.00202       	3.054541e-04	7.717097e+01	1.677369e-05
0.00203       	3.054541e-04	7.717121e+01	1.677368e-05
0.00204       	3.054541e-04	7.717143e+01	1.677368e-05
0.00205       	3.054541e-04	7.717163e+01	1.677367e-05
0.00206       	3.054541e-04	7.717182e+01	1.677367e-05
0.00207       	3.054541e-04	7.717201e+01	1.677367e-05
0.00208       	3.054541e-04	7.717218e+01	1.677366e-05
0.00209       	3.054541e-04	7.717236e+01	1.677366e-05
0.0021        	3.054541e-04	7.717254e+01	1.677366e-05
0.00211       	3.054541e-04	7.717273e+01	1.677365e-05
0.00212       	3.054541e-04	7.717292e+01	1.677365e-05
0.00213       	3.054541e-04	7.717312e+01	1.677364e-05
0.00214       	3.054541e-04	7.717336e+01	1.677364e-05
0.00215       	3.054541e-04	7.717364e+01	1.677363e-05
0.00216       	3.054541e-04	7.717387e+01	1.677363e-05
0.00217       	3.054541e-04	7.717408e+01	1.677362e-05
0.00218       	3.054541e-04	7.717427e+01	1.677362e-05
0.00219       	3.054541e-04	7.717446e+01	1.677362e-05
0.0022        	3.054541e-04	7.717463e+01	1.677361e-05
0.00221       	3.054541e-04	7.717480e+01	1.677361e-05
0.00222       	3.054541e-04	7.717497e+01	1.677361e-05
0.00223       	3.054541e-04	7.717514e+01	1.677360e-05
0.00224       	3.054541e-04	7.717530e+01	1.677360e-05
0.00225       	3.054541e-04	7.717547e+01	1.677359e-05
0.00226       	3.054541e-04	7.717566e+01	1.677359e-05
0.00227       	3.054541e-04	7.717586e+01	1.677359e-05
0.00228       	3.054541e-04	7.717604e+01	1.677358e-05
0.00229       	3.054541e-04	7.717623e+01	1.677358e-05
0.0023        	3.054541e-04	7.717641e+01	1.677357e-05
0.00231       	3.054541e-04	7.717661e+01	1.677357e-05
0.00232       	3.054541e-04	7.717686e+01	1.677356e-05
0.00233       	3.054541e-04	7.717714e+01	1.677356e-05
0.00234       	3.054541e-04	7.717749e+01	1.677355e-05
0.00235       	3.054541e-04	7.717807e+01	1.677354e-05
0.00236       	3.054541e-04	7.717849e+01	1.677354e-05
0.00237       	3.054541e-04	7.717883e+01	1.677353e-05
0.00238       	3.054541e-04	7.717913e+01	1.677353e-05
0.00239       	3.054541e-04	7.717943e+01	1.677352e-05
0.0024        	3.054541e-04	7.717974e+01	1.677352e-05
0.00241       	3.054541e-04	7.718007e+01	1.677351e-05
0.00242       	3.054541e-04	7.718041e+01	1.677351e-05
0.00243       	3.054541e-04	7.718075e+01	1.677350e-05
0.00244       	3.054541e-04	7.718106e+01	1.677350e-05
0.00245       	3.054541e-04	7.718134e+01	1.677349e-05
0.00246       	3.054541e-04	7.718160e+01	1.677349e-05
0.00247       	3.054541e-04	7.718184e+01	1.677349e-05
0.00248       	3.054541e-04	7.718207e+01	1.677349e-05
0.00249       	3.054541e-04	7.718230e+01	1.677348e-05
0.0025        	3.054541e-04	7.718252e+01	1.677348e-05
0.00251       	3.054541e-04	7.718274e+01	1.677348e-05
0.00252       	3.054541e-04	7.718296e+01	1.677347e-05
0.00253       	3.054541e-04	7.718318e+01	1.677347e-05
0.00254       	3.054541e-04	7.718340e+01	1.677347e-05
0.00255       	3.054541e-04	7.718363e+01	1.677346e-05
0.00256       	3.054541e-04	7.718386e+01	1.677346e-05
0.00257       	3.054541e-04	7.718409e+01	1.677345e-05
0.00258       	3.054541e-04	7.718436e+01	1.677345e-05
0.00259       	3.054541e-04	7.718466e+01	1.677345e-05
0.0026        	3.054541e-04	7.718494e+01	1.677344e-05
0.00261       	3.054541e-04	7.718519e+01	1.677344e-05
0.00262       	3.054541e-04	7.718542e+01	1.677343e-05
0.00263       	3.054541e-04	7.718564e+01	1.677343e-05
0.00264       	3.054541e-04	7.718586e+01	1.677342e-05
0.00265       	3.054541e-04	7.718607e+01	1.677342e-05
0.00266       	3.054541e-04	7.718629e+01	1.677342e-05
0.00267       	3.054541e-04	7.718650e+01	1.677341e-05
0.00268       	3.054541e-04	7.718671e+01	1.677341e-05
0.00269       	3.054541e-04	7.718693e+01	1.677340e-05
0.0027        	3.054541e-04	7.718714e+01	1.677340e-05
0.00271       	3.054541e-04	7.718736e+01	1.677339e-05
0.00272       	3.054541e-04	7.718757e+01	1.677339e-05
0.00273       	3.054541e-04	7.718778e+01	1.677338e-05
0.00274       	3.054541e-04	7.718799e+01	1.677338e-05
0.00275       	3.054541e-04	7.718820e+01	1.677337e-05
0.00276       	3.054541e-04	7.718840e+01	1.677337e-05
0.00277       	3.054541e-04	7.718861e+01	1.677336e-05
0.00278       	3.054541e-04	7.718881e+01	1.677336e-05
0.00279       	3.054541e-04	7.718902e+01	1.677336e-05
0.0028        	3.054541e-04	7.718922e+01	1.677335e-05
0.00281       	3.054541e-04	7.718943e+01	1.677335e-05
0.00282       	3.054541e-04	7.718963e+01	1.677334e-05
0.00283       	3.054541e-04	7.718984e+01	1.677334e-05
0.00284       	3.054541e-04	7.719004e+01	1.677333e-05
0.00285       	3.054541e-04	7.719025e+01	1.677333e-05
0.00286       	3.054541e-04	7.719045e+01	1.677332e-05
0.00287       	3.054541e-04	7.719066e+01	1.677332e-05
0.00288       	3.054541e-04	7.719086e+01	1.677331e-05
0.00289       	3.054541e-04	7.719106e+01	1.677331e-05
0.0029        	3.054541e-04	7.719126e+01	1.677330e-05
0.00291       	3.054541e-04	7.719146e+01	1.677330e-05
0.00292       	3.054541e-04	7.719165e+01	1.677329e-05
0.00293       	3.054541e-04	7.719185e+01	1.677329e-05
0.00294       	3.054541e-04	7.719205e+01	1.677328e-05
0.00295       	3.054541e-04	7.719224e+01	1.677328e-05
0.00296       	3.054541e-04	7.719244e+01	1.677328e-05
0.00297       	3.054541e-04	7.719263e+01	1.677327e-05
0.00298       	3.054541e-04	7.719283e+01	1.677327e-05
0.00299       	3.054541e-04	7.719303e+01	1.677326e-05
0.003         	3.054541e-04	7.719322e+01	1.677326e-05
0.00301       	3.054541e-04	7.719342e+01	1.677325e-05
0.00302       	3.054541e-04	7.719362e+01	1.677325e-05
0.00303       	3.054541e-04	7.719382e+01	1.677324e-05
0.00304       	3.054541e-04	7.719404e+01	1.677324e-05
0.00305       	3.054541e-04	7.719425e+01	1.677323e-05
0.00306       	3.054541e-04	7.719445e+01	1.677323e-05
0.00307       	3.054541e-04	7.719466e+01	1.677322e-05
0.00308       	3.054541e-04	7.719486e+01	1.677322e-05
0.00309       	3.054541e-04	7.719506e+01	1.677321e-05
0.0031        	3.054541e-04	7.719525e+01	1.677321e-05
0.00311       	3.054541e-04	7.719545e+01	1.677321e-05
0.00312       	3.054541e-04	7.719565e+01	1.677320e-05
0.00313       	3.054541e-04	7.719585e+01	1.677320e-05
0.00314       	3.054541e-04	7.719605e+01	1.677319e-05
0.00315       	3.054541e-04	7.719625e+01	1.677319e-05
0.00316       	3.054541e-04	7.719645e+01	1.677318e-05
0.00317       	3.054541e-04	7.719666e+01	1.677318e-05
0.00318       	3.054541e-04	7.719686e+01	1.677317e-05
0.00319       	3.054541e-04	7.719707e+01	1.677317e-05
0.0032        	3.054541e-04	7.719728e+01	1.677316e-05
0.00321       	3.054541e-04	7.719748e+01	1.677316e-05
0.00322       	3.054541e-04	7.719769e+01	1.677315e-05
0.00323       	3.054541e-04	7.719790e+01	1.677315e-05
0.00324       	3.054541e-04	7.719811e+01	1.677314e-05
0.00325       	3.054541e-04	7.719833e+01	1.677314e-05
0.00326       	3.054541e-04	7.719857e+01	1.677313e-05
0.00327       	3.054541e-04	7.719883e+01	1.677313e-05
0.00328       	3.054541e-04	7.719908e+01	1.677313e-05
0.00329       	3.054541e-04	7.719932e+01	1.677312e-05
0.0033        	3.054541e-04	7.719954e+01	1.677312e-05
0.00331       	3.054541e-04	7.719977e+01	1.677311e-05
0.00332       	3.054541e-04	7.719998e+01	1.677311e-05
0.00333       	3.054541e-04	7.720020e+01	1.677310e-05
0.00334       	3.054541e-04	7.720041e+01	1.677310e-05
0.00335       	3.054541e-04	7.720062e+01	1.677309e-05
0.00336       	3.054541e-04	7.720084e+01	1.677309e-05
0.00337       	3.054541e-04	7.720105e+01	1.677308e-05
0.00338       	3.054541e-04	7.720126e+01	1.677308e-05
0.00339       	3.054541e-04	7.720147e+01	1.677308e-05
0.0034        	3.054541e-04	7.720168e+01	1.677307e-05
0.00341       	3.054541e-04	7.720189e+01	1.677307e-05
0.00342       	3.054541e-04	7.720211e+01	1.677306e-05
0.00343       	3.054541e-04	7.720233e+01	1.677306e-05
0.00344       	3.054541e-04	7.720255e+01	1.677305e-05
0.00345       	3.054541e-04	7.720278e+01	1.677304e-05
0.00346       	3.054541e-04	7.720301e+01	1.677304e-05
0.00347       	3.054541e-04	7.720325e+01	1.677303e-05
0.00348       	3.054541e-04	7.720351e+01	1.677303e-05
0.00349       	3.054541e-04	7.720379e+01	1.677302e-05
0.0035        	3.054541e-04	7.720410e+01	1.677301e-05
0.00351       	3.054541e-04	7.720441e+01	1.677301e-05
0.00352       	3.054541e-04	7.720471e+01	1.677300e-05
0.00353       	3.054541e-04	7.720498e+01	1.677300e-05
0.00354       	3.054541e-04	7.720524e+01	1.677299e-05
0.00355       	3.054541e-04	7.720549e+01	1.677299e-05
0.00356       	3.054541e-04	7.720574e+01	1.677298e-05
0.00357       	3.054541e-04	7.720598e+01	1.677298e-05
0.00358       	3.054541e-04	7.720621e+01	1.677297e-05
0.00359       	3.054541e-04	7.720645e+01	1.677297e-05
0.0036        	3.054541e-04	7.720670e+01	1.677296e-05
0.00361       	3.054541e-04	7.720694e+01	1.677296e-05
0.00362       	3.054541e-04	7.720719e+01	1.677295e-05
0.00363       	3.054541e-04	7.720745e+01	1.677295e-05
0.00364       	3.054541e-04	7.720771e+01	1.677294e-05
0.00365       	3.054541e-04	7.720798e+01	1.677293e-05
0.00366       	3.054541e-04	7.720827e+01	1.677293e-05
0.00367       	3.054541e-04	7.720855e+01	1.677292e-05
0.00368       	3.054541e-04	7.720882e+01	1.677292e-05
0.00369       	3.054541e-04	7.720908e+01	1.677291e-05
0.0037        	3.054541e-04	7.720933e+01	1.677291e-05
0.00371       	3.054541e-04	7.720957e+01	1.677290e-05
0.00372       	3.054541e-04	7.720981e+01	1.677290e-05
0.00373       	3.054541e-04	7.721006e+01	1.677289e-05
0.00374       	3.054541e-04	7.721030e+01	1.677289e-05
0.00375       	3.054541e-04	7.721055e+01	1.677288e-05
0.00376       	3.054541e-04	7.721079e+01	1.677288e-05
0.00377       	3.054541e-04	7.721103e+01	1.677287e-05
0.00378       	3.054541e-04	7.721127e+01	1.677287e-05
0.00379       	3.054541e-04	7.721151e+01	1.677286e-05
0.0038        	3.054541e-04	7.721175e+01	1.677286e-05
0.00381       	3.054541e-04	7.721199e+01	1.677285e-05
0.00382       	3.054541e-04	7.721224e+01	1.677285e-05
0.00383       	3.054541e-04	7.721248e+01	1.677284e-05
0.00384       	3.054541e-04	7.721272e+01	1.677284e-05
0.00385       	3.054541e-04	7.721296e+01	1.677283e-05
0.00386       	3.054541e-04	7.721320e+01	1.677283e-05
0.00387       	3.054541e-04	7.721344e+01	1.677282e-05
0.00388       	3.054541e-04	7.721368e+01	1.677281e-05
0.00389       	3.054541e-04	7.721394e+01	1.677281e-05
0.0039        	3.054541e-04	7.721419e+01	1.677280e-05
0.00391       	3.054541e-04	7.721447e+01	1.677280e-05
0.00392       	3.054541e-04	7.721475e+01	1.677279e-05
0.00393       	3.054541e-04	7.721503e+01	1.677279e-05
0.00394       	3.054541e-04	7.721531e+01	1.677278e-05
0.00395       	3.054541e-04	7.721557e+01	1.677277e-05
0.00396       	3.054541e-04	7.721583e+01	1.677277e-05
0.00397       	3.054541e-04	7.721608e+01	1.677276e-05
0.00398       	3.054541e-04	7.721634e+01	1.677276e-05
0.00399       	3.054541e-04	7.721661e+01	1.677275e-05
0.004         	3.054541e-04	7.721689e+01	1.677274e-05
0.00401       	3.054541e-04	7.721719e+01	1.677274e-05
0.00402       	3.054541e-04	7.721751e+01	1.677273e-05
0.00403       	3.054541e-04	7.721784e+01	1.677272e-05
0.00404       	3.054541e-04	7.721815e+01	1.677271e-05
0.00405       	3.054541e-04	7.721848e+01	1.677271e-05
0.00406       	3.054541e-04	7.721884e+01	1.677270e-05
0.00407       	3.054541e-04	7.721920e+01	1.677269e-05
0.00408       	3.054541e-04	7.721954e+01	1.677269e-05
0.00409       	3.054541e-04	7.721985e+01	1.677268e-05
0.0041        	3.054541e-04	7.722015e+01	1.677267e-05
0.00411       	3.054541e-04	7.722044e+01	1.677267e-05
0.00412       	3.054541e-04	7.722073e+01	1.677266e-05
0.00413       	3.054541e-04	7.722102e+01	1.677265e-05
0.00414       	3.054541e-04	7.722132e+01	1.677265e-05
0.00415       	3.054541e-04	7.722164e+01	1.677264e-05
0.00416       	3.054541e-04	7.722193e+01	1.677264e-05
0.00417       	3.054541e-04	7.722221e+01	1.677263e-05
0.00418       	3.054541e-04	7.722247e+01	1.677263e-05
0.00419       	3.054541e-04	7.722273e+01	1.677262e-05
0.0042        	3.054541e-04	7.722299e+01	1.677262e-05
0.00421       	3.054541e-04	7.722324e+01	1.677261e-05
0.00422       	3.054541e-04	7.722348e+01	1.677261e-05
0.00423       	3.054541e-04	7.722372e+01	1.677260e-05
0.00424       	3.054541e-04	7.722395e+01	1.677260e-05
0.00425       	3.054541e-04	7.722419e+01	1.677260e-05
0.00426       	3.054541e-04	7.722442e+01	1.677259e-05
0.00427       	3.054541e-04	7.722465e+01	1.677259e-05
0.00428       	3.054541e-04	7.722489e+01	1.677258e-05
0.00429       	3.054541e-04	7.722513e+01	1.677258e-05
0.0043        	3.054541e-04	7.722536e+01	1.677257e-05
0.00431       	3.054541e-04	7.722560e+01	1.677257e-05
0.00432       	3.054541e-04	7.722583e+01	1.677257e-05
0.00433       	3.054541e-04	7.722606e+01	1.677256e-05
0.00434       	3.054541e-04	7.722628e+01	1.677256e-05
0.00435       	3.054541e-04	7.722651e+01	1.677255e-05
0.00436       	3.054541e-04	7.722673e+01	1.677255e-05
0.00437       	3.054541e-04	7.722696e+01	1.677255e-05
0.00438       	3.054541e-04	7.722718e+01	1.677254e-05
0.00439       	3.054541e-04	7.722740e+01	1.677254e-05
0.0044        	3.054541e-04	7.722763e+01	1.677253e-05
0.00441       	3.054541e-04	7.722786e+01	1.677253e-05
0.00442       	3.054541e-04	7.722809e+01	1.677253e-05
0.00443       	3.054541e-04	7.722832e+01	1.677252e-05
0.00444       	3.054541e-04	7.722856e+01	1.677252e-05
0.00445       	3.054541e-04	7.722879e+01	1.677251e-05
0.00446       	3.054541e-04	7.722902e+01	1.677251e-05
0.00447       	3.054541e-04	7.722927e+01	1.677250e-05
0.00448       	3.054541e-04	7.722950e+01	1.677250e-05
0.00449       	3.054541e-04	7.722974e+01	1.677249e-05
0.0045        	3.054541e-04	7.722999e+01	1.677249e-05
0.00451       	3.054541e-04	7.723023e+01	1.677249e-05
0.00452       	3.054541e-04	7.723048e+01	1.677248e-05
0.00453       	3.054541e-04	7.723074e+01	1.677248e-05
0.00454       	3.054541e-04	7.723101e+01	1.677247e-05
0.00455       	3.054541e-04	7.723129e+01	1.677247e-05
0.00456       	3.054541e-04	7.723156e+01	1.677246e-05
0.00457       	3.054541e-04	7.723182e+01	1.677246e-05
0.00458       	3.054541e-04	7.723207e+01	1.677245e-05
0.00459       	3.054541e-04	7.723231e+01	1.677245e-05
0.0046        	3.054541e-04	7.723254e+01	1.677245e-05
0.00461       	3.054541e-04	7.723277e+01	1.677244e-05
0.00462       	3.054541e-04	7.723300e+01	1.677244e-05
0.00463       	3.054541e-04	7.723322e+01	1.677244e-05
