# Region      : all 
# Cells       : 144375
# Volume      : 2.968402e-04
# Time        	volAverage(p)	volAverage(T)	volAverage(CH4)	volAverage(CO)	volAverage(k)	volAverage(omega)
0             	1.000000e+05	3.230000e+02	5.491516e-02	0.000000e+00	1.000000e+00	3.000000e+03
1e-05         	1.000001e+05	3.230004e+02	5.491516e-02	0.000000e+00	9.986863e-01	3.788958e+03
2e-05         	1.000003e+05	3.230010e+02	5.491516e-02	0.000000e+00	9.973771e-01	3.786946e+03
3e-05         	1.000004e+05	3.230018e+02	5.491516e-02	0.000000e+00	9.960722e-01	3.784937e+03
4e-05         	1.000006e+05	3.230027e+02	5.491516e-02	0.000000e+00	9.947714e-01	3.782915e+03
5e-05         	1.000008e+05	3.230037e+02	5.491516e-02	0.000000e+00	9.934746e-01	3.780881e+03
6e-05         	1.000010e+05	3.230048e+02	5.491516e-02	0.000000e+00	9.921818e-01	3.778835e+03
7e-05         	1.000011e+05	3.230060e+02	5.491516e-02	0.000000e+00	9.908928e-01	3.776779e+03
8e-05         	1.000013e+05	3.230073e+02	5.491516e-02	0.000000e+00	9.896075e-01	3.774713e+03
9e-05         	1.000015e+05	3.230086e+02	5.491516e-02	0.000000e+00	9.883258e-01	3.772637e+03
0.0001        	1.000017e+05	3.230100e+02	5.491516e-02	0.000000e+00	9.870476e-01	3.770553e+03
0.00011       	1.000018e+05	3.230115e+02	5.491516e-02	0.000000e+00	9.857728e-01	3.768461e+03
0.00012       	1.000020e+05	3.230132e+02	5.491516e-02	4.262099e-23	9.845014e-01	3.766362e+03
0.00013       	1.000022e+05	3.230149e+02	5.491516e-02	1.281761e-20	9.832333e-01	3.764219e+03
0.00014       	1.000023e+05	3.230167e+02	5.491516e-02	2.164644e-18	9.819686e-01	3.762117e+03
0.00015       	1.000025e+05	3.230185e+02	5.491516e-02	9.560118e-16	9.807071e-01	3.760012e+03
0.00016       	1.000027e+05	3.230205e+02	5.491516e-02	6.433214e-14	9.794489e-01	3.757905e+03
0.00017       	1.000028e+05	3.230226e+02	5.491516e-02	7.019827e-12	9.781940e-01	3.755797e+03
0.00018       	1.000030e+05	3.230248e+02	5.491515e-02	4.307292e-10	9.769423e-01	3.753688e+03
0.00019       	1.000031e+05	3.230273e+02	5.491505e-02	3.801904e-08	9.756939e-01	3.751611e+03
0.0002        	1.000034e+05	3.230341e+02	5.491466e-02	5.939167e-07	9.744492e-01	3.750061e+03
0.00021       	1.000038e+05	3.230365e+02	5.491464e-02	6.106213e-07	9.732093e-01	3.747854e+03
0.00022       	1.000041e+05	3.230380e+02	5.491464e-02	5.994219e-07	9.719714e-01	3.745583e+03
0.00023       	1.000043e+05	3.230391e+02	5.491466e-02	5.789524e-07	9.707357e-01	3.743293e+03
0.00024       	1.000045e+05	3.230398e+02	5.491464e-02	6.007585e-07	9.695029e-01	3.741002e+03
0.00025       	1.000046e+05	3.230404e+02	5.491463e-02	6.053303e-07	9.682728e-01	3.738695e+03
0.00026       	1.000047e+05	3.230409e+02	5.491462e-02	6.156961e-07	9.670456e-01	3.736375e+03
0.00027       	1.000048e+05	3.230416e+02	5.491462e-02	6.144875e-07	9.658211e-01	3.734059e+03
0.00028       	1.000050e+05	3.230423e+02	5.491461e-02	6.188116e-07	9.645994e-01	3.731723e+03
0.00029       	1.000051e+05	3.230431e+02	5.491460e-02	6.267588e-07	9.633802e-01	3.729387e+03
0.0003        	1.000053e+05	3.230440e+02	5.491460e-02	6.308268e-07	9.621638e-01	3.727046e+03
0.00031       	1.000054e+05	3.230449e+02	5.491459e-02	6.330808e-07	9.609497e-01	3.724690e+03
0.00032       	1.000056e+05	3.230458e+02	5.491459e-02	6.355338e-07	9.597382e-01	3.722327e+03
0.00033       	1.000057e+05	3.230468e+02	5.491459e-02	6.361968e-07	9.585290e-01	3.719965e+03
0.00034       	1.000059e+05	3.230479e+02	5.491458e-02	6.439771e-07	9.573222e-01	3.717589e+03
0.00035       	1.000061e+05	3.230490e+02	5.491457e-02	6.546255e-07	9.561176e-01	3.715208e+03
0.00036       	1.000062e+05	3.230500e+02	5.491456e-02	6.652412e-07	9.549154e-01	3.712817e+03
0.00037       	1.000064e+05	3.230513e+02	5.491456e-02	6.643708e-07	9.537157e-01	3.710431e+03
0.00038       	1.000066e+05	3.230528e+02	5.491456e-02	6.714213e-07	9.525181e-01	3.708037e+03
0.00039       	1.000069e+05	3.230544e+02	5.491455e-02	6.823173e-07	9.513228e-01	3.705649e+03
0.0004        	1.000071e+05	3.230560e+02	5.491453e-02	7.036774e-07	9.501296e-01	3.703209e+03
0.00041       	1.000073e+05	3.230574e+02	5.491451e-02	7.239945e-07	9.489385e-01	3.700770e+03
0.00042       	1.000075e+05	3.230586e+02	5.491449e-02	7.427093e-07	9.477494e-01	3.698339e+03
0.00043       	1.000077e+05	3.230598e+02	5.491448e-02	7.562391e-07	9.465625e-01	3.695907e+03
0.00044       	1.000078e+05	3.230610e+02	5.491447e-02	7.679525e-07	9.453777e-01	3.693472e+03
0.00045       	1.000080e+05	3.230624e+02	5.491446e-02	7.790222e-07	9.441950e-01	3.691037e+03
0.00046       	1.000082e+05	3.230637e+02	5.491444e-02	7.967091e-07	9.430144e-01	3.688592e+03
0.00047       	1.000084e+05	3.230651e+02	5.491443e-02	8.119499e-07	9.418359e-01	3.686143e+03
0.00048       	1.000085e+05	3.230663e+02	5.491441e-02	8.327145e-07	9.406595e-01	3.683683e+03
0.00049       	1.000087e+05	3.230674e+02	5.491439e-02	8.465620e-07	9.394852e-01	3.681216e+03
0.0005        	1.000088e+05	3.230685e+02	5.491438e-02	8.626724e-07	9.383130e-01	3.678739e+03
0.00051       	1.000090e+05	3.230695e+02	5.491437e-02	8.754270e-07	9.371431e-01	3.676255e+03
0.00052       	1.000091e+05	3.230705e+02	5.491435e-02	8.899904e-07	9.359753e-01	3.673764e+03
0.00053       	1.000092e+05	3.230715e+02	5.491434e-02	9.014578e-07	9.348098e-01	3.671270e+03
0.00054       	1.000093e+05	3.230725e+02	5.491433e-02	9.130731e-07	9.336465e-01	3.668773e+03
0.00055       	1.000095e+05	3.230736e+02	5.491432e-02	9.245563e-07	9.324854e-01	3.666273e+03
0.00056       	1.000096e+05	3.230746e+02	5.491431e-02	9.391852e-07	9.313266e-01	3.663769e+03
0.00057       	1.000097e+05	3.230756e+02	5.491429e-02	9.531502e-07	9.301700e-01	3.661261e+03
0.00058       	1.000098e+05	3.230767e+02	5.491428e-02	9.671057e-07	9.290155e-01	3.658753e+03
0.00059       	1.000100e+05	3.230779e+02	5.491427e-02	9.794941e-07	9.278632e-01	3.656242e+03
0.0006        	1.000101e+05	3.230790e+02	5.491426e-02	9.926317e-07	9.267131e-01	3.653726e+03
0.00061       	1.000102e+05	3.230801e+02	5.491424e-02	1.006951e-06	9.255650e-01	3.651208e+03
0.00062       	1.000104e+05	3.230812e+02	5.491423e-02	1.022841e-06	9.244190e-01	3.648688e+03
0.00063       	1.000105e+05	3.230824e+02	5.491421e-02	1.037537e-06	9.232750e-01	3.646168e+03
0.00064       	1.000106e+05	3.230837e+02	5.491420e-02	1.053305e-06	9.221330e-01	3.643643e+03
0.00065       	1.000108e+05	3.230848e+02	5.491418e-02	1.070097e-06	9.209929e-01	3.641114e+03
0.00066       	1.000109e+05	3.230861e+02	5.491417e-02	1.086091e-06	9.198546e-01	3.638587e+03
0.00067       	1.000110e+05	3.230874e+02	5.491415e-02	1.104830e-06	9.187183e-01	3.636057e+03
0.00068       	1.000112e+05	3.230887e+02	5.491413e-02	1.123852e-06	9.175839e-01	3.633524e+03
0.00069       	1.000113e+05	3.230900e+02	5.491411e-02	1.143315e-06	9.164513e-01	3.630986e+03
0.0007        	1.000115e+05	3.230914e+02	5.491409e-02	1.161745e-06	9.153205e-01	3.628451e+03
0.00071       	1.000116e+05	3.230928e+02	5.491407e-02	1.181716e-06	9.141916e-01	3.625914e+03
0.00072       	1.000117e+05	3.230942e+02	5.491405e-02	1.202626e-06	9.130646e-01	3.623375e+03
0.00073       	1.000119e+05	3.230956e+02	5.491403e-02	1.225022e-06	9.119395e-01	3.620831e+03
0.00074       	1.000120e+05	3.230971e+02	5.491400e-02	1.246031e-06	9.108162e-01	3.618292e+03
0.00075       	1.000122e+05	3.230986e+02	5.491398e-02	1.269688e-06	9.096948e-01	3.615751e+03
0.00076       	1.000123e+05	3.231002e+02	5.491395e-02	1.295004e-06	9.085754e-01	3.613208e+03
0.00077       	1.000125e+05	3.231017e+02	5.491393e-02	1.321069e-06	9.074578e-01	3.610666e+03
0.00078       	1.000126e+05	3.231033e+02	5.491391e-02	1.340666e-06	9.063421e-01	3.608105e+03
0.00079       	1.000128e+05	3.231050e+02	5.491388e-02	1.368487e-06	9.052284e-01	3.605522e+03
0.0008        	1.000130e+05	3.231066e+02	5.491385e-02	1.396177e-06	9.041167e-01	3.602984e+03
0.00081       	1.000131e+05	3.231083e+02	5.491382e-02	1.425808e-06	9.030069e-01	3.600441e+03
0.00082       	1.000133e+05	3.231102e+02	5.491378e-02	1.464303e-06	9.018991e-01	3.597911e+03
0.00083       	1.000134e+05	3.231122e+02	5.491373e-02	1.515193e-06	9.007933e-01	3.595380e+03
0.00084       	1.000136e+05	3.231145e+02	5.491367e-02	1.581803e-06	8.996895e-01	3.592862e+03
0.00085       	1.000138e+05	3.231175e+02	5.491357e-02	1.696666e-06	8.985879e-01	3.590358e+03
0.00086       	1.000141e+05	3.231225e+02	5.491338e-02	2.001644e-06	8.974885e-01	3.587875e+03
0.00087       	1.000144e+05	3.231292e+02	5.491325e-02	2.073362e-06	8.963917e-01	3.585499e+03
0.00088       	1.000149e+05	3.231346e+02	5.491310e-02	2.185616e-06	8.952972e-01	3.583139e+03
0.00089       	1.000153e+05	3.231399e+02	5.491290e-02	2.405934e-06	8.942046e-01	3.580829e+03
0.0009        	1.000158e+05	3.231493e+02	5.491251e-02	3.033091e-06	8.931143e-01	3.578926e+03
0.00091       	1.000164e+05	3.231633e+02	5.491211e-02	3.553929e-06	8.920274e-01	3.577300e+03
0.00092       	1.000173e+05	3.231756e+02	5.491185e-02	3.657929e-06	8.909443e-01	3.575346e+03
0.00093       	1.000183e+05	3.231838e+02	5.491178e-02	3.534795e-06	8.898630e-01	3.573130e+03
0.00094       	1.000191e+05	3.231905e+02	5.491172e-02	3.523772e-06	8.887825e-01	3.570857e+03
0.00095       	1.000197e+05	3.231949e+02	5.491168e-02	3.543125e-06	8.877029e-01	3.568395e+03
0.00096       	1.000202e+05	3.231995e+02	5.491163e-02	3.587758e-06	8.866247e-01	3.565971e+03
0.00097       	1.000206e+05	3.232029e+02	5.491159e-02	3.629514e-06	8.855481e-01	3.563489e+03
0.00098       	1.000210e+05	3.232064e+02	5.491155e-02	3.665509e-06	8.844732e-01	3.561031e+03
0.00099       	1.000212e+05	3.232092e+02	5.491152e-02	3.690788e-06	8.834003e-01	3.558538e+03
0.001         	1.000215e+05	3.232121e+02	5.491150e-02	3.722004e-06	8.823292e-01	3.556055e+03
0.00101       	1.000217e+05	3.232145e+02	5.491148e-02	3.749810e-06	8.812601e-01	3.553569e+03
0.00102       	1.000219e+05	3.232167e+02	5.491146e-02	3.774549e-06	8.801930e-01	3.551070e+03
0.00103       	1.000221e+05	3.232185e+02	5.491145e-02	3.789600e-06	8.791280e-01	3.548528e+03
0.00104       	1.000223e+05	3.232201e+02	5.491144e-02	3.802826e-06	8.780651e-01	3.546001e+03
0.00105       	1.000224e+05	3.232218e+02	5.491143e-02	3.813785e-06	8.770041e-01	3.543484e+03
0.00106       	1.000226e+05	3.232233e+02	5.491142e-02	3.825214e-06	8.759453e-01	3.540958e+03
0.00107       	1.000227e+05	3.232246e+02	5.491141e-02	3.825864e-06	8.748885e-01	3.538429e+03
0.00108       	1.000229e+05	3.232259e+02	5.491141e-02	3.807715e-06	8.738339e-01	3.535840e+03
0.00109       	1.000230e+05	3.232272e+02	5.491140e-02	3.801759e-06	8.727813e-01	3.533299e+03
0.0011        	1.000231e+05	3.232284e+02	5.491139e-02	3.806656e-06	8.717308e-01	3.530765e+03
0.00111       	1.000233e+05	3.232296e+02	5.491139e-02	3.814494e-06	8.706822e-01	3.528234e+03
0.00112       	1.000234e+05	3.232307e+02	5.491138e-02	3.823405e-06	8.696357e-01	3.525704e+03
0.00113       	1.000235e+05	3.232319e+02	5.491137e-02	3.832524e-06	8.685911e-01	3.523182e+03
0.00114       	1.000237e+05	3.232331e+02	5.491137e-02	3.848160e-06	8.675487e-01	3.520654e+03
0.00115       	1.000238e+05	3.232343e+02	5.491136e-02	3.860422e-06	8.665083e-01	3.518138e+03
0.00116       	1.000239e+05	3.232355e+02	5.491135e-02	3.875767e-06	8.654701e-01	3.515592e+03
0.00117       	1.000241e+05	3.232367e+02	5.491135e-02	3.886152e-06	8.644342e-01	3.513056e+03
0.00118       	1.000242e+05	3.232379e+02	5.491134e-02	3.904027e-06	8.634004e-01	3.510557e+03
0.00119       	1.000243e+05	3.232391e+02	5.491133e-02	3.917597e-06	8.623689e-01	3.508057e+03
0.0012        	1.000244e+05	3.232403e+02	5.491133e-02	3.934761e-06	8.613397e-01	3.505525e+03
0.00121       	1.000246e+05	3.232414e+02	5.491132e-02	3.955634e-06	8.603129e-01	3.502969e+03
0.00122       	1.000247e+05	3.232426e+02	5.491130e-02	3.977366e-06	8.592885e-01	3.500471e+03
0.00123       	1.000248e+05	3.232436e+02	5.491130e-02	3.994101e-06	8.582663e-01	3.497965e+03
0.00124       	1.000250e+05	3.232446e+02	5.491128e-02	4.014629e-06	8.572463e-01	3.495459e+03
0.00125       	1.000251e+05	3.232455e+02	5.491128e-02	4.030583e-06	8.562288e-01	3.492901e+03
0.00126       	1.000253e+05	3.232465e+02	5.491126e-02	4.055643e-06	8.552136e-01	3.490390e+03
0.00127       	1.000254e+05	3.232474e+02	5.491125e-02	4.074048e-06	8.542005e-01	3.487891e+03
0.00128       	1.000255e+05	3.232486e+02	5.491123e-02	4.099747e-06	8.531898e-01	3.485395e+03
0.00129       	1.000257e+05	3.232495e+02	5.491122e-02	4.117040e-06	8.521813e-01	3.482871e+03
0.0013        	1.000258e+05	3.232504e+02	5.491120e-02	4.134809e-06	8.511749e-01	3.480377e+03
0.00131       	1.000259e+05	3.232514e+02	5.491119e-02	4.155163e-06	8.501706e-01	3.477926e+03
0.00132       	1.000261e+05	3.232524e+02	5.491117e-02	4.181023e-06	8.491686e-01	3.475411e+03
0.00133       	1.000262e+05	3.232533e+02	5.491115e-02	4.203228e-06	8.481686e-01	3.472942e+03
0.00134       	1.000263e+05	3.232542e+02	5.491113e-02	4.221456e-06	8.471709e-01	3.470446e+03
0.00135       	1.000265e+05	3.232551e+02	5.491111e-02	4.244347e-06	8.461752e-01	3.467993e+03
0.00136       	1.000266e+05	3.232560e+02	5.491109e-02	4.268924e-06	8.451819e-01	3.465438e+03
0.00137       	1.000268e+05	3.232569e+02	5.491107e-02	4.285056e-06	8.441906e-01	3.463049e+03
0.00138       	1.000269e+05	3.232576e+02	5.491106e-02	4.304598e-06	8.432013e-01	3.460602e+03
0.00139       	1.000270e+05	3.232585e+02	5.491103e-02	4.326582e-06	8.422144e-01	3.458062e+03
0.0014        	1.000271e+05	3.232592e+02	5.491102e-02	4.345292e-06	8.412294e-01	3.455685e+03
0.00141       	1.000273e+05	3.232601e+02	5.491099e-02	4.371242e-06	8.402467e-01	3.453186e+03
0.00142       	1.000274e+05	3.232609e+02	5.491097e-02	4.388912e-06	8.392665e-01	3.450681e+03
0.00143       	1.000275e+05	3.232616e+02	5.491095e-02	4.404661e-06	8.382880e-01	3.448372e+03
0.00144       	1.000277e+05	3.232623e+02	5.491093e-02	4.424322e-06	8.373122e-01	3.445793e+03
0.00145       	1.000278e+05	3.232632e+02	5.491091e-02	4.451372e-06	8.363382e-01	3.443473e+03
0.00146       	1.000279e+05	3.232640e+02	5.491089e-02	4.464561e-06	8.353666e-01	3.441009e+03
0.00147       	1.000281e+05	3.232648e+02	5.491087e-02	4.483096e-06	8.343971e-01	3.438614e+03
0.00148       	1.000282e+05	3.232655e+02	5.491086e-02	4.495624e-06	8.334301e-01	3.436164e+03
0.00149       	1.000283e+05	3.232662e+02	5.491084e-02	4.504351e-06	8.324651e-01	3.433812e+03
0.0015        	1.000284e+05	3.232670e+02	5.491081e-02	4.530439e-06	8.315022e-01	3.431455e+03
0.00151       	1.000286e+05	3.232679e+02	5.491078e-02	4.557225e-06	8.305418e-01	3.428993e+03
0.00152       	1.000287e+05	3.232687e+02	5.491077e-02	4.566206e-06	8.295842e-01	3.426689e+03
0.00153       	1.000288e+05	3.232693e+02	5.491075e-02	4.582336e-06	8.286283e-01	3.424270e+03
0.00154       	1.000290e+05	3.232702e+02	5.491072e-02	4.607670e-06	8.276743e-01	3.422005e+03
0.00155       	1.000291e+05	3.232710e+02	5.491070e-02	4.619865e-06	8.267232e-01	3.419546e+03
0.00156       	1.000292e+05	3.232716e+02	5.491068e-02	4.632366e-06	8.257743e-01	3.417200e+03
0.00157       	1.000293e+05	3.232724e+02	5.491066e-02	4.653550e-06	8.248276e-01	3.414880e+03
0.00158       	1.000294e+05	3.232732e+02	5.491064e-02	4.664491e-06	8.238844e-01	3.412433e+03
0.00159       	1.000295e+05	3.232739e+02	5.491062e-02	4.679987e-06	8.229424e-01	3.410190e+03
0.0016        	1.000297e+05	3.232748e+02	5.491059e-02	4.707824e-06	8.220027e-01	3.407912e+03
0.00161       	1.000298e+05	3.232755e+02	5.491058e-02	4.709513e-06	8.210654e-01	3.405568e+03
0.00162       	1.000299e+05	3.232762e+02	5.491055e-02	4.727651e-06	8.201307e-01	3.403164e+03
0.00163       	1.000300e+05	3.232770e+02	5.491052e-02	4.752165e-06	8.191987e-01	3.400821e+03
0.00164       	1.000301e+05	3.232777e+02	5.491051e-02	4.760535e-06	8.182684e-01	3.398689e+03
0.00165       	1.000303e+05	3.232783e+02	5.491048e-02	4.773907e-06	8.173407e-01	3.396201e+03
0.00166       	1.000304e+05	3.232791e+02	5.491047e-02	4.793521e-06	8.164144e-01	3.394134e+03
0.00167       	1.000305e+05	3.232797e+02	5.491044e-02	4.807784e-06	8.154907e-01	3.391727e+03
0.00168       	1.000306e+05	3.232804e+02	5.491041e-02	4.839964e-06	8.145697e-01	3.389364e+03
0.00169       	1.000307e+05	3.232810e+02	5.491039e-02	4.846474e-06	8.136502e-01	3.387227e+03
0.0017        	1.000308e+05	3.232815e+02	5.491037e-02	4.855444e-06	8.127337e-01	3.384817e+03
0.00171       	1.000309e+05	3.232820e+02	5.491035e-02	4.866583e-06	8.118182e-01	3.382765e+03
0.00172       	1.000311e+05	3.232825e+02	5.491032e-02	4.878622e-06	8.109061e-01	3.380238e+03
0.00173       	1.000312e+05	3.232831e+02	5.491030e-02	4.897255e-06	8.099949e-01	3.378239e+03
0.00174       	1.000313e+05	3.232837e+02	5.491027e-02	4.913514e-06	8.090863e-01	3.375881e+03
0.00175       	1.000314e+05	3.232843e+02	5.491025e-02	4.930453e-06	8.081803e-01	3.373489e+03
0.00176       	1.000315e+05	3.232848e+02	5.491023e-02	4.942674e-06	8.072765e-01	3.371498e+03
0.00177       	1.000316e+05	3.232854e+02	5.491020e-02	4.962772e-06	8.063746e-01	3.369127e+03
0.00178       	1.000317e+05	3.232861e+02	5.491018e-02	4.985852e-06	8.054748e-01	3.366918e+03
0.00179       	1.000318e+05	3.232868e+02	5.491015e-02	5.005865e-06	8.045770e-01	3.364748e+03
0.0018        	1.000319e+05	3.232875e+02	5.491012e-02	5.031783e-06	8.036816e-01	3.362557e+03
0.00181       	1.000321e+05	3.232883e+02	5.491009e-02	5.055862e-06	8.027888e-01	3.360257e+03
0.00182       	1.000322e+05	3.232892e+02	5.491006e-02	5.085078e-06	8.018982e-01	3.358099e+03
0.00183       	1.000323e+05	3.232900e+02	5.491003e-02	5.111183e-06	8.010096e-01	3.355895e+03
0.00184       	1.000324e+05	3.232909e+02	5.491000e-02	5.146850e-06	8.001226e-01	3.353866e+03
0.00185       	1.000325e+05	3.232919e+02	5.490996e-02	5.188317e-06	7.992388e-01	3.351529e+03
0.00186       	1.000326e+05	3.232931e+02	5.490991e-02	5.247063e-06	7.983567e-01	3.349437e+03
0.00187       	1.000328e+05	3.232951e+02	5.490983e-02	5.369992e-06	7.974779e-01	3.347202e+03
0.00188       	1.000330e+05	3.232978e+02	5.490976e-02	5.447500e-06	7.966007e-01	3.345063e+03
0.00189       	1.000332e+05	3.232996e+02	5.490971e-02	5.388459e-06	7.957257e-01	3.343023e+03
0.0019        	1.000334e+05	3.233011e+02	5.490968e-02	5.367399e-06	7.948528e-01	3.340849e+03
0.00191       	1.000336e+05	3.233025e+02	5.490964e-02	5.377170e-06	7.939826e-01	3.338664e+03
0.00192       	1.000337e+05	3.233038e+02	5.490959e-02	5.409624e-06	7.931150e-01	3.336481e+03
0.00193       	1.000338e+05	3.233052e+02	5.490954e-02	5.465019e-06	7.922491e-01	3.334470e+03
0.00194       	1.000340e+05	3.233070e+02	5.490946e-02	5.553382e-06	7.913856e-01	3.332255e+03
0.00195       	1.000342e+05	3.233094e+02	5.490937e-02	5.677806e-06	7.905241e-01	3.330276e+03
0.00196       	1.000344e+05	3.233133e+02	5.490925e-02	5.913448e-06	7.896657e-01	3.327936e+03
0.00197       	1.000347e+05	3.233167e+02	5.490914e-02	5.943705e-06	7.888089e-01	3.326101e+03
0.00198       	1.000350e+05	3.233211e+02	5.490902e-02	6.067725e-06	7.879553e-01	3.323880e+03
0.00199       	1.000354e+05	3.233245e+02	5.490894e-02	6.024927e-06	7.871036e-01	3.321790e+03
0.002         	1.000357e+05	3.233286e+02	5.490884e-02	6.122135e-06	7.862546e-01	3.319747e+03
0.00201       	1.000360e+05	3.233315e+02	5.490878e-02	5.999201e-06	7.854070e-01	3.317656e+03
0.00202       	1.000363e+05	3.233335e+02	5.490875e-02	5.912849e-06	7.845621e-01	3.315683e+03
0.00203       	1.000366e+05	3.233354e+02	5.490871e-02	5.882247e-06	7.837210e-01	3.313268e+03
0.00204       	1.000368e+05	3.233372e+02	5.490867e-02	5.875277e-06	7.828807e-01	3.311428e+03
0.00205       	1.000370e+05	3.233389e+02	5.490863e-02	5.876939e-06	7.820425e-01	3.309328e+03
0.00206       	1.000372e+05	3.233404e+02	5.490860e-02	5.885250e-06	7.812081e-01	3.307184e+03
0.00207       	1.000374e+05	3.233417e+02	5.490857e-02	5.894490e-06	7.803730e-01	3.305430e+03
0.00208       	1.000376e+05	3.233431e+02	5.490853e-02	5.908873e-06	7.795394e-01	3.303488e+03
0.00209       	1.000377e+05	3.233444e+02	5.490850e-02	5.936616e-06	7.787086e-01	3.301310e+03
0.0021        	1.000379e+05	3.233459e+02	5.490845e-02	5.979881e-06	7.778809e-01	3.299221e+03
0.00211       	1.000381e+05	3.233476e+02	5.490840e-02	6.033585e-06	7.770553e-01	3.297157e+03
0.00212       	1.000383e+05	3.233495e+02	5.490833e-02	6.104334e-06	7.762312e-01	3.295261e+03
0.00213       	1.000385e+05	3.233518e+02	5.490825e-02	6.213569e-06	7.754087e-01	3.293346e+03
0.00214       	1.000388e+05	3.233554e+02	5.490815e-02	6.375801e-06	7.745896e-01	3.291172e+03
0.00215       	1.000390e+05	3.233578e+02	5.490810e-02	6.298958e-06	7.737723e-01	3.289266e+03
0.00216       	1.000393e+05	3.233595e+02	5.490806e-02	6.254322e-06	7.729562e-01	3.287371e+03
0.00217       	1.000395e+05	3.233609e+02	5.490803e-02	6.239951e-06	7.721445e-01	3.285084e+03
0.00218       	1.000397e+05	3.233622e+02	5.490800e-02	6.248985e-06	7.713356e-01	3.283119e+03
0.00219       	1.000399e+05	3.233635e+02	5.490797e-02	6.262999e-06	7.705291e-01	3.281047e+03
0.0022        	1.000400e+05	3.233646e+02	5.490793e-02	6.281223e-06	7.697231e-01	3.279264e+03
0.00221       	1.000402e+05	3.233656e+02	5.490790e-02	6.300609e-06	7.689191e-01	3.277331e+03
0.00222       	1.000404e+05	3.233666e+02	5.490786e-02	6.320944e-06	7.681177e-01	3.275376e+03
0.00223       	1.000406e+05	3.233676e+02	5.490783e-02	6.343320e-06	7.673172e-01	3.273543e+03
0.00224       	1.000407e+05	3.233686e+02	5.490779e-02	6.367965e-06	7.665190e-01	3.271496e+03
0.00225       	1.000409e+05	3.233696e+02	5.490776e-02	6.391213e-06	7.657239e-01	3.269448e+03
0.00226       	1.000411e+05	3.233709e+02	5.490771e-02	6.422678e-06	7.649308e-01	3.267634e+03
0.00227       	1.000413e+05	3.233722e+02	5.490767e-02	6.451825e-06	7.641421e-01	3.265331e+03
0.00228       	1.000415e+05	3.233735e+02	5.490762e-02	6.491649e-06	7.633550e-01	3.263527e+03
0.00229       	1.000417e+05	3.233750e+02	5.490757e-02	6.534066e-06	7.625688e-01	3.261778e+03
0.0023        	1.000419e+05	3.233765e+02	5.490752e-02	6.586305e-06	7.617845e-01	3.259963e+03
0.00231       	1.000421e+05	3.233783e+02	5.490745e-02	6.659814e-06	7.610028e-01	3.258039e+03
0.00232       	1.000423e+05	3.233813e+02	5.490735e-02	6.791987e-06	7.602227e-01	3.256281e+03
0.00233       	1.000426e+05	3.233839e+02	5.490729e-02	6.806977e-06	7.594451e-01	3.254423e+03
0.00234       	1.000429e+05	3.233868e+02	5.490721e-02	6.785623e-06	7.586713e-01	3.252429e+03
0.00235       	1.000434e+05	3.233905e+02	5.490714e-02	6.828005e-06	7.578988e-01	3.250688e+03
0.00236       	1.000439e+05	3.233932e+02	5.490709e-02	6.875720e-06	7.571311e-01	3.248410e+03
0.00237       	1.000442e+05	3.233962e+02	5.490701e-02	6.964005e-06	7.563626e-01	3.247016e+03
0.00238       	1.000445e+05	3.233991e+02	5.490693e-02	7.047892e-06	7.555946e-01	3.245245e+03
0.00239       	1.000448e+05	3.234022e+02	5.490685e-02	7.169583e-06	7.548297e-01	3.243395e+03
0.0024        	1.000452e+05	3.234063e+02	5.490675e-02	7.327503e-06	7.540679e-01	3.241588e+03
0.00241       	1.000455e+05	3.234094e+02	5.490667e-02	7.313746e-06	7.533060e-01	3.240111e+03
0.00242       	1.000458e+05	3.234130e+02	5.490659e-02	7.396748e-06	7.525456e-01	3.238449e+03
0.00243       	1.000462e+05	3.234163e+02	5.490653e-02	7.341379e-06	7.517894e-01	3.236435e+03
0.00244       	1.000465e+05	3.234187e+02	5.490649e-02	7.269837e-06	7.510378e-01	3.234281e+03
0.00245       	1.000467e+05	3.234208e+02	5.490645e-02	7.242957e-06	7.502848e-01	3.232888e+03
0.00246       	1.000470e+05	3.234227e+02	5.490643e-02	7.234237e-06	7.495326e-01	3.231182e+03
0.00247       	1.000472e+05	3.234245e+02	5.490640e-02	7.234448e-06	7.487841e-01	3.229140e+03
0.00248       	1.000475e+05	3.234261e+02	5.490637e-02	7.243731e-06	7.480383e-01	3.227302e+03
0.00249       	1.000477e+05	3.234277e+02	5.490634e-02	7.259212e-06	7.472958e-01	3.225252e+03
0.0025        	1.000479e+05	3.234293e+02	5.490631e-02	7.280794e-06	7.465558e-01	3.223448e+03
0.00251       	1.000481e+05	3.234309e+02	5.490628e-02	7.307444e-06	7.458173e-01	3.221740e+03
0.00252       	1.000483e+05	3.234325e+02	5.490624e-02	7.335369e-06	7.450813e-01	3.219875e+03
0.00253       	1.000486e+05	3.234341e+02	5.490621e-02	7.369082e-06	7.443449e-01	3.218407e+03
0.00254       	1.000488e+05	3.234358e+02	5.490617e-02	7.405446e-06	7.436109e-01	3.216536e+03
0.00255       	1.000490e+05	3.234376e+02	5.490613e-02	7.445313e-06	7.428795e-01	3.214709e+03
0.00256       	1.000492e+05	3.234395e+02	5.490608e-02	7.508457e-06	7.421495e-01	3.213105e+03
